Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
45638,12:40:38,-15.2968975,5.2961975,986.5,0,1.109,0.444,0.422,0.347,0.33,0.301,0.281,0.271,0.272,0.259,0.221,0.208,0.186,0.18,0.195,0.138,0.107,0.069,0.074,0.068,0.063,0.063,0.038,0.018,0.027,0.021,0.021,0.017,0.012,0.012,0.013,0.013,0.013,0.011,0.008,0.01,0.011,0.007,0.01,0.006,0.005,0.016,0.013,0.013,0.012,0.012,0.011,0.008,0.023
45639,12:40:39,-15.2976258,5.2969915,984,0,1.109,0.443,0.418,0.344,0.329,0.298,0.279,0.27,0.269,0.257,0.22,0.208,0.185,0.178,0.194,0.136,0.106,0.071,0.072,0.068,0.063,0.064,0.038,0.018,0.02,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.014,0.013,0.014,0.013,0.016,0.011,0.01,0.014
45640,12:40:40,-15.2983575,5.2977575,981.3,0,1.109,0.44,0.415,0.342,0.326,0.296,0.278,0.269,0.268,0.255,0.218,0.206,0.183,0.178,0.194,0.137,0.108,0.071,0.073,0.071,0.064,0.063,0.043,0.022,0.028,0.023,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.009,0.007,0.009,0.006,0.006,0.019,0.013,0.013,0.012,0.012,0.012,0.01,0.013
45641,12:40:41,-15.2990834,5.2984834,978.1,0,1.109,0.44,0.415,0.342,0.326,0.296,0.278,0.269,0.268,0.255,0.218,0.206,0.183,0.178,0.194,0.137,0.108,0.071,0.073,0.071,0.064,0.063,0.043,0.022,0.028,0.023,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.009,0.007,0.009,0.006,0.006,0.019,0.013,0.013,0.012,0.012,0.012,0.01,0.013
45642,12:40:42,-15.2998089,5.2992089,974.8,0,1.109,0.44,0.416,0.343,0.326,0.297,0.279,0.269,0.269,0.257,0.22,0.206,0.184,0.178,0.194,0.136,0.106,0.07,0.071,0.071,0.064,0.063,0.038,0.022,0.032,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.015,0.014,0.013,0.012,0.013,0.012,0.007,0.016
45643,12:40:43,-15.3005371,5.2999371,972.1,0,1.109,0.433,0.413,0.341,0.324,0.295,0.276,0.268,0.268,0.256,0.218,0.206,0.182,0.177,0.193,0.136,0.106,0.07,0.074,0.072,0.063,0.063,0.038,0.024,0.027,0.021,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.009,0.005,0.009,0.004,0.005,0.013,0.014,0.013,0.013,0.012,0.011,0.008,0.033
45644,12:40:44,-15.3012601,5.3006601,969.6,0,1.109,0.44,0.416,0.344,0.326,0.297,0.278,0.27,0.269,0.256,0.219,0.207,0.184,0.178,0.194,0.136,0.107,0.071,0.075,0.071,0.065,0.063,0.042,0.024,0.027,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.013,0.011,0.008,0.009,0.01,0.007,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.012,0.011,0.018,0.013
45645,12:40:45,-15.3019915,5.3013915,967.7,0,1.109,0.439,0.416,0.343,0.328,0.299,0.279,0.272,0.271,0.257,0.22,0.208,0.186,0.18,0.195,0.138,0.11,0.071,0.076,0.071,0.066,0.067,0.041,0.023,0.028,0.023,0.022,0.016,0.011,0.012,0.012,0.012,0.011,0.009,0.007,0.008,0.009,0.005,0.009,0.005,0.005,0.013,0.015,0.013,0.012,0.012,0.011,0.013,0.015
45646,12:40:46,-15.3027231,5.3021231,964.9,0,1.109,0.44,0.416,0.343,0.328,0.298,0.279,0.271,0.27,0.257,0.219,0.207,0.185,0.178,0.194,0.136,0.107,0.072,0.073,0.071,0.064,0.064,0.043,0.022,0.033,0.022,0.02,0.015,0.01,0.011,0.012,0.011,0.011,0.009,0.008,0.008,0.009,0.006,0.009,0.004,0.005,0.016,0.015,0.013,0.012,0.013,0.016,0.017,0.012
45647,12:40:47,-15.3034438,5.3028438,962.2,0,1.109,0.438,0.412,0.34,0.324,0.295,0.276,0.268,0.267,0.254,0.217,0.205,0.182,0.177,0.192,0.134,0.106,0.071,0.073,0.07,0.064,0.064,0.04,0.024,0.024,0.022,0.021,0.015,0.012,0.011,0.011,0.012,0.011,0.01,0.008,0.007,0.008,0.007,0.009,0.005,0.007,0.013,0.013,0.013,0.012,0.013,0.021,0.015,0.012
45648,12:40:48,-15.3048497,5.3042497,957.8,0,1.109,0.432,0.409,0.339,0.323,0.294,0.274,0.266,0.265,0.253,0.216,0.204,0.182,0.176,0.192,0.134,0.106,0.071,0.073,0.07,0.064,0.064,0.039,0.024,0.025,0.025,0.022,0.018,0.013,0.013,0.014,0.013,0.014,0.012,0.009,0.009,0.01,0.007,0.011,0.007,0.006,0.014,0.014,0.014,0.013,0.012,0.018,0.008,0.026
45649,12:40:49,-15.3057062,5.3051062,954.7,0,1.109,0.433,0.41,0.338,0.321,0.293,0.274,0.266,0.265,0.252,0.216,0.203,0.181,0.176,0.192,0.135,0.106,0.07,0.072,0.069,0.064,0.063,0.041,0.021,0.029,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.013,0.013,0.014,0.012,0.012,0.011,0.009,0.012
45650,12:40:50,-15.3064297,5.3058297,952,0,1.109,0.43,0.407,0.337,0.319,0.292,0.273,0.264,0.264,0.252,0.214,0.202,0.18,0.175,0.191,0.133,0.105,0.069,0.072,0.069,0.064,0.064,0.042,0.02,0.027,0.023,0.021,0.017,0.012,0.012,0.012,0.012,0.012,0.011,0.01,0.01,0.009,0.008,0.009,0.006,0.007,0.019,0.013,0.013,0.012,0.012,0.012,0.01,0.013
45651,12:40:51,-15.3071575,5.3065575,949.9,0,1.11,0.426,0.403,0.333,0.317,0.289,0.27,0.261,0.261,0.249,0.212,0.2,0.178,0.173,0.189,0.132,0.104,0.069,0.069,0.069,0.062,0.062,0.039,0.019,0.025,0.023,0.021,0.016,0.011,0.011,0.012,0.013,0.012,0.01,0.008,0.008,0.009,0.005,0.009,0.005,0.005,0.014,0.013,0.013,0.012,0.013,0.012,0.009,0.026
45652,12:40:52,-15.3078834,5.3072834,947.6,0,1.11,0.426,0.403,0.333,0.317,0.289,0.27,0.261,0.261,0.249,0.212,0.2,0.178,0.173,0.189,0.132,0.104,0.069,0.069,0.069,0.062,0.062,0.039,0.019,0.025,0.023,0.021,0.016,0.011,0.011,0.012,0.013,0.012,0.01,0.008,0.008,0.009,0.005,0.009,0.005,0.005,0.014,0.013,0.013,0.012,0.013,0.012,0.009,0.026
45653,12:40:53,-15.3086089,5.3080089,944.8,0,1.11,0.426,0.403,0.332,0.315,0.287,0.269,0.261,0.26,0.248,0.212,0.2,0.177,0.173,0.188,0.133,0.104,0.068,0.072,0.068,0.063,0.063,0.039,0.02,0.025,0.024,0.022,0.017,0.013,0.013,0.013,0.012,0.013,0.012,0.01,0.01,0.011,0.009,0.01,0.006,0.008,0.015,0.013,0.013,0.012,0.012,0.015,0.015,0.012
45654,12:40:54,-15.3093371,5.3087371,942.1,0,1.11,0.426,0.402,0.332,0.316,0.288,0.269,0.26,0.26,0.248,0.212,0.2,0.179,0.173,0.189,0.133,0.103,0.068,0.072,0.068,0.064,0.063,0.037,0.021,0.024,0.024,0.023,0.018,0.013,0.014,0.014,0.014,0.014,0.012,0.009,0.01,0.01,0.008,0.012,0.007,0.006,0.014,0.014,0.014,0.012,0.012,0.018,0.011,0.025
45655,12:40:55,-15.3100601,5.3094601,939.6,0,1.11,0.423,0.4,0.332,0.315,0.288,0.269,0.26,0.26,0.248,0.213,0.2,0.178,0.172,0.189,0.133,0.105,0.069,0.073,0.07,0.064,0.063,0.042,0.019,0.025,0.023,0.021,0.018,0.013,0.014,0.013,0.013,0.014,0.012,0.009,0.011,0.011,0.008,0.01,0.007,0.007,0.017,0.013,0.013,0.012,0.012,0.015,0.008,0.012
45656,12:40:56,-15.3107915,5.3101915,937.8,0,1.11,0.427,0.403,0.332,0.317,0.288,0.27,0.261,0.261,0.249,0.213,0.202,0.179,0.173,0.189,0.134,0.104,0.068,0.073,0.071,0.064,0.063,0.041,0.023,0.025,0.023,0.023,0.018,0.013,0.014,0.014,0.014,0.014,0.012,0.009,0.01,0.011,0.008,0.01,0.007,0.006,0.015,0.014,0.013,0.012,0.012,0.011,0.007,0.017
45657,12:40:57,-15.3115231,5.3109231,935.9,0,1.11,0.422,0.4,0.331,0.315,0.287,0.269,0.26,0.26,0.247,0.212,0.2,0.178,0.172,0.188,0.133,0.104,0.069,0.074,0.07,0.064,0.064,0.041,0.023,0.022,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.014,0.013,0.013,0.013,0.012,0.012,0.015,0.019
45658,12:40:58,-15.3122438,5.3116438,934.1,0,1.11,0.425,0.404,0.334,0.318,0.29,0.272,0.262,0.262,0.25,0.215,0.202,0.179,0.174,0.191,0.134,0.107,0.07,0.073,0.071,0.064,0.065,0.041,0.022,0.027,0.024,0.021,0.017,0.013,0.013,0.013,0.012,0.013,0.012,0.01,0.011,0.01,0.009,0.01,0.007,0.007,0.02,0.013,0.013,0.012,0.012,0.013,0.014,0.016
45659,12:40:59,-15.3136497,5.3129653,930.6,0,1.11,0.426,0.4,0.332,0.315,0.287,0.269,0.261,0.26,0.248,0.211,0.2,0.179,0.173,0.189,0.133,0.105,0.068,0.072,0.069,0.064,0.063,0.039,0.021,0.022,0.022,0.021,0.016,0.011,0.012,0.012,0.013,0.012,0.011,0.008,0.008,0.009,0.007,0.01,0.005,0.006,0.013,0.013,0.014,0.013,0.012,0.016,0.008,0.016
45660,12:41:00,-15.3144975,5.3137975,927.8,0,1.11,0.425,0.403,0.333,0.317,0.288,0.269,0.261,0.261,0.247,0.213,0.2,0.179,0.173,0.189,0.133,0.105,0.069,0.073,0.07,0.063,0.064,0.041,0.024,0.027,0.022,0.022,0.017,0.013,0.013,0.013,0.012,0.013,0.011,0.01,0.01,0.01,0.009,0.011,0.007,0.008,0.019,0.013,0.014,0.014,0.013,0.017,0.016,0.016
45661,12:41:01,-15.3152258,5.3145258,925.7,0,1.11,0.426,0.404,0.335,0.317,0.29,0.272,0.262,0.262,0.25,0.214,0.201,0.179,0.175,0.19,0.134,0.106,0.072,0.074,0.071,0.065,0.064,0.042,0.022,0.024,0.023,0.022,0.016,0.011,0.012,0.012,0.013,0.012,0.01,0.008,0.008,0.01,0.006,0.009,0.007,0.006,0.013,0.013,0.014,0.013,0.013,0.012,0.01,0.019
45662,12:41:02,-15.3159003,5.3152575,923.3,0,1.11,0.431,0.406,0.335,0.318,0.29,0.272,0.264,0.263,0.25,0.214,0.202,0.179,0.174,0.191,0.134,0.106,0.07,0.073,0.072,0.065,0.065,0.04,0.023,0.025,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.008,0.006,0.009,0.005,0.005,0.018,0.013,0.013,0.012,0.012,0.016,0.016,0.012
45663,12:41:03,-15.3165834,5.3159834,920.6,0,1.11,0.431,0.406,0.335,0.318,0.29,0.272,0.264,0.263,0.25,0.214,0.202,0.179,0.174,0.191,0.134,0.106,0.07,0.073,0.072,0.065,0.065,0.04,0.023,0.025,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.008,0.006,0.009,0.005,0.005,0.018,0.013,0.013,0.012,0.012,0.016,0.016,0.012
45664,12:41:04,-15.3173089,5.3167089,917.8,0,1.11,0.428,0.401,0.333,0.316,0.29,0.271,0.261,0.261,0.249,0.213,0.201,0.179,0.173,0.19,0.133,0.105,0.069,0.073,0.071,0.065,0.065,0.04,0.023,0.023,0.024,0.022,0.019,0.013,0.014,0.013,0.013,0.014,0.012,0.01,0.011,0.01,0.007,0.01,0.006,0.006,0.017,0.013,0.013,0.013,0.012,0.018,0.014,0.015
45665,12:41:05,-15.3180371,5.3174371,915.1,0,1.11,0.43,0.403,0.333,0.318,0.29,0.271,0.262,0.262,0.25,0.214,0.202,0.181,0.175,0.19,0.133,0.105,0.07,0.073,0.07,0.064,0.065,0.041,0.022,0.026,0.021,0.02,0.014,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.013,0.013,0.013,0.013,0.012,0.011,0.01,0.018
45666,12:41:06,-15.3187601,5.3181401,912.4,0,1.11,0.429,0.405,0.335,0.318,0.292,0.273,0.265,0.264,0.252,0.216,0.203,0.181,0.177,0.192,0.136,0.108,0.072,0.074,0.072,0.066,0.066,0.041,0.023,0.026,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.006,0.009,0.004,0.005,0.014,0.013,0.013,0.012,0.013,0.022,0.011,0.016
45667,12:41:07,-15.3194915,5.3187915,909.8,0,1.11,0.432,0.405,0.336,0.319,0.292,0.272,0.264,0.264,0.252,0.216,0.203,0.182,0.176,0.192,0.135,0.106,0.071,0.075,0.074,0.067,0.066,0.043,0.027,0.029,0.023,0.022,0.018,0.013,0.014,0.014,0.014,0.014,0.012,0.009,0.01,0.011,0.008,0.01,0.007,0.006,0.015,0.014,0.013,0.012,0.012,0.011,0.007,0.019
45668,12:41:08,-15.3202231,5.3195231,907.9,0,1.11,0.432,0.407,0.337,0.321,0.292,0.273,0.265,0.264,0.252,0.216,0.204,0.182,0.176,0.193,0.135,0.106,0.071,0.075,0.072,0.066,0.065,0.04,0.024,0.027,0.021,0.021,0.015,0.011,0.011,0.011,0.011,0.012,0.01,0.008,0.008,0.009,0.005,0.009,0.004,0.005,0.014,0.013,0.013,0.012,0.012,0.012,0.009,0.027
45669,12:41:09,-15.3209438,5.3202438,905.2,0,1.11,0.429,0.408,0.336,0.319,0.292,0.273,0.265,0.264,0.252,0.216,0.203,0.181,0.176,0.192,0.136,0.107,0.07,0.074,0.071,0.067,0.065,0.041,0.021,0.021,0.029,0.027,0.023,0.018,0.018,0.018,0.017,0.018,0.016,0.013,0.013,0.013,0.012,0.013,0.01,0.011,0.017,0.013,0.013,0.014,0.014,0.02,0.008,0.013
45670,12:41:10,-15.3223497,5.3216497,900.8,0,1.11,0.431,0.409,0.339,0.322,0.294,0.275,0.267,0.265,0.253,0.216,0.205,0.183,0.177,0.193,0.136,0.107,0.072,0.075,0.072,0.065,0.065,0.042,0.022,0.026,0.022,0.022,0.017,0.012,0.013,0.014,0.013,0.013,0.011,0.008,0.01,0.011,0.007,0.01,0.007,0.005,0.016,0.014,0.013,0.012,0.012,0.011,0.008,0.022
45671,12:41:11,-15.3231975,5.3224228,898.5,0,1.11,0.434,0.413,0.342,0.325,0.297,0.278,0.269,0.269,0.256,0.219,0.207,0.184,0.179,0.196,0.137,0.109,0.073,0.076,0.073,0.067,0.066,0.043,0.025,0.029,0.023,0.023,0.017,0.013,0.013,0.013,0.013,0.013,0.011,0.009,0.01,0.012,0.007,0.01,0.007,0.006,0.013,0.014,0.014,0.012,0.013,0.011,0.021,0.012
45672,12:41:12,-15.3239258,5.3231258,896,1,1.11,0.63,0.607,0.545,0.531,0.505,0.488,0.481,0.48,0.471,0.44,0.429,0.41,0.407,0.426,0.375,0.353,0.454,0.463,0.46,0.467,0.466,0.456,0.438,0.451,0.022,0.021,0.016,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.012,0.012,0.021,0.014
45673,12:41:13,-15.3246575,5.3238575,893.3,1,1.11,0.466,0.443,0.371,0.354,0.326,0.307,0.299,0.298,0.286,0.25,0.238,0.218,0.211,0.227,0.17,0.143,0.074,0.08,0.073,0.069,0.069,0.047,0.025,0.025,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.012,0.012,0.012,0.012,0.016
45674,12:41:14,-15.3253355,5.3245834,891,1,1.11,0.466,0.443,0.371,0.354,0.326,0.307,0.299,0.298,0.286,0.25,0.238,0.218,0.211,0.227,0.17,0.143,0.074,0.08,0.073,0.069,0.07,0.047,0.025,0.025,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.012,0.012,0.012,0.012,0.016
45675,12:41:15,-15.3260089,5.3253089,888.8,0,1.11,0.443,0.416,0.345,0.328,0.3,0.281,0.272,0.272,0.26,0.223,0.21,0.188,0.182,0.199,0.14,0.112,0.078,0.078,0.077,0.07,0.07,0.046,0.028,0.039,0.022,0.021,0.016,0.011,0.011,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.007,0.01,0.007,0.007,0.017,0.015,0.014,0.012,0.012,0.011,0.016,0.014
45676,12:41:16,-15.3267371,5.3260075,886.4,0,1.11,0.441,0.416,0.346,0.328,0.3,0.281,0.272,0.271,0.259,0.222,0.21,0.187,0.182,0.199,0.14,0.111,0.074,0.077,0.074,0.068,0.07,0.043,0.026,0.023,0.021,0.02,0.016,0.012,0.012,0.012,0.012,0.013,0.011,0.008,0.009,0.009,0.006,0.009,0.005,0.006,0.015,0.013,0.013,0.013,0.013,0.013,0.01,0.013
45677,12:41:17,-15.3274601,5.3266601,884.4,0,1.11,0.436,0.414,0.343,0.326,0.297,0.279,0.271,0.27,0.258,0.221,0.209,0.187,0.18,0.197,0.138,0.109,0.074,0.076,0.074,0.067,0.066,0.041,0.026,0.026,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.007,0.009,0.005,0.005,0.017,0.014,0.013,0.012,0.012,0.011,0.018,0.012
45678,12:41:18,-15.3281915,5.3273915,881.7,0,1.11,0.438,0.412,0.341,0.325,0.297,0.278,0.269,0.268,0.256,0.219,0.207,0.185,0.18,0.196,0.138,0.109,0.073,0.075,0.073,0.068,0.067,0.041,0.024,0.024,0.027,0.025,0.022,0.017,0.017,0.016,0.016,0.017,0.015,0.012,0.013,0.013,0.011,0.013,0.01,0.01,0.018,0.013,0.013,0.013,0.013,0.018,0.008,0.012
45679,12:41:19,-15.3289231,5.3281231,878.9,0,1.11,0.431,0.407,0.339,0.322,0.294,0.275,0.266,0.266,0.254,0.218,0.206,0.185,0.178,0.195,0.138,0.11,0.073,0.078,0.073,0.07,0.069,0.044,0.026,0.026,0.022,0.021,0.015,0.011,0.012,0.012,0.011,0.011,0.009,0.007,0.008,0.009,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.012,0.014,0.016,0.012
45680,12:41:20,-15.3296438,5.3288438,877.1,0,1.111,0.44,0.414,0.344,0.328,0.298,0.28,0.271,0.27,0.258,0.222,0.21,0.188,0.182,0.199,0.142,0.112,0.085,0.088,0.085,0.08,0.079,0.058,0.039,0.045,0.021,0.021,0.014,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.013,0.013,0.013,0.012,0.012,0.021,0.012,0.018
45681,12:41:21,-15.3310497,5.3301653,871.9,0,1.111,0.44,0.415,0.345,0.327,0.299,0.28,0.271,0.271,0.259,0.222,0.21,0.187,0.183,0.2,0.141,0.114,0.085,0.086,0.085,0.078,0.08,0.051,0.035,0.042,0.023,0.021,0.018,0.014,0.014,0.014,0.012,0.014,0.012,0.011,0.012,0.011,0.011,0.011,0.009,0.006,0.021,0.013,0.013,0.012,0.013,0.026,0.014,0.022
45682,12:41:22,-15.3319062,5.3310062,868.7,1,1.111,0.663,0.643,0.58,0.565,0.541,0.524,0.517,0.517,0.506,0.477,0.465,0.449,0.446,0.466,0.416,0.398,0.164,0.163,0.163,0.16,0.159,0.14,0.12,0.133,0.022,0.022,0.016,0.012,0.011,0.013,0.012,0.012,0.012,0.009,0.009,0.01,0.007,0.01,0.008,0.008,0.017,0.015,0.014,0.012,0.012,0.011,0.016,0.013
45683,12:41:23,-15.3325635,5.3317297,866,1,1.111,0.52,0.498,0.429,0.412,0.386,0.367,0.359,0.358,0.348,0.312,0.3,0.28,0.274,0.293,0.239,0.213,0.183,0.189,0.185,0.187,0.186,0.168,0.147,0.149,0.022,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.009,0.006,0.009,0.004,0.005,0.014,0.014,0.013,0.012,0.012,0.026,0.009,0.021
45684,12:41:24,-15.3332575,5.3324003,863.3,1,1.111,0.614,0.594,0.529,0.514,0.488,0.471,0.464,0.463,0.454,0.423,0.412,0.395,0.39,0.409,0.359,0.337,0.121,0.125,0.122,0.118,0.119,0.098,0.078,0.084,0.022,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.009,0.009,0.01,0.007,0.006,0.019,0.013,0.013,0.012,0.012,0.017,0.017,0.018
45685,12:41:25,-15.3339834,5.3330834,861,1,1.111,0.614,0.594,0.529,0.514,0.488,0.471,0.464,0.463,0.454,0.423,0.412,0.395,0.39,0.409,0.359,0.337,0.121,0.125,0.122,0.118,0.119,0.098,0.078,0.084,0.022,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.009,0.01,0.009,0.009,0.01,0.007,0.006,0.019,0.013,0.013,0.012,0.012,0.017,0.017,0.018
45686,12:41:26,-15.3347089,5.3338089,858.8,0,1.111,0.441,0.42,0.348,0.332,0.304,0.286,0.276,0.277,0.264,0.228,0.216,0.194,0.189,0.205,0.147,0.121,0.22,0.224,0.224,0.224,0.225,0.212,0.196,0.204,0.024,0.021,0.018,0.013,0.013,0.013,0.012,0.013,0.012,0.011,0.011,0.011,0.01,0.01,0.008,0.007,0.02,0.013,0.013,0.012,0.012,0.018,0.014,0.019
45687,12:41:27,-15.3354371,5.3345371,856.1,1,1.111,0.497,0.476,0.407,0.392,0.366,0.347,0.338,0.339,0.327,0.292,0.281,0.26,0.255,0.274,0.217,0.191,0.213,0.214,0.213,0.211,0.21,0.188,0.175,0.184,0.022,0.021,0.018,0.013,0.013,0.013,0.013,0.013,0.013,0.011,0.01,0.01,0.011,0.011,0.01,0.01,0.021,0.013,0.013,0.014,0.016,0.018,0.01,0.028
45688,12:41:28,-15.3361601,5.3352401,853.4,1,1.111,0.645,0.623,0.559,0.545,0.521,0.504,0.499,0.497,0.489,0.458,0.447,0.432,0.427,0.448,0.397,0.377,0.376,0.377,0.38,0.386,0.386,0.381,0.368,0.373,0.022,0.021,0.015,0.011,0.012,0.012,0.011,0.011,0.009,0.007,0.009,0.009,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.012,0.014,0.018,0.013
45689,12:41:29,-15.3368915,5.3358915,850.8,1,1.111,0.506,0.481,0.414,0.398,0.371,0.353,0.345,0.344,0.335,0.3,0.288,0.27,0.263,0.28,0.225,0.199,0.087,0.091,0.085,0.084,0.088,0.061,0.036,0.05,0.023,0.023,0.016,0.011,0.012,0.012,0.012,0.011,0.01,0.008,0.008,0.01,0.007,0.009,0.004,0.007,0.013,0.015,0.013,0.013,0.013,0.013,0.009,0.012
45690,12:41:30,-15.3376202,5.3366231,848.9,1,1.111,0.491,0.465,0.401,0.384,0.356,0.339,0.331,0.33,0.319,0.285,0.273,0.254,0.246,0.265,0.209,0.183,0.71,0.716,0.718,0.736,0.74,0.755,0.747,0.75,0.024,0.022,0.018,0.013,0.014,0.013,0.013,0.013,0.011,0.009,0.011,0.01,0.007,0.01,0.006,0.006,0.017,0.013,0.013,0.012,0.012,0.022,0.015,0.019
45691,12:41:31,-15.3382508,5.3373438,846.2,1,1.111,0.753,0.732,0.674,0.661,0.638,0.623,0.616,0.616,0.608,0.581,0.572,0.557,0.555,0.576,0.531,0.516,0.218,0.218,0.219,0.217,0.22,0.206,0.184,0.194,0.021,0.021,0.015,0.012,0.012,0.012,0.012,0.013,0.011,0.01,0.009,0.01,0.008,0.01,0.006,0.006,0.017,0.014,0.015,0.013,0.012,0.015,0.02,0.02
45692,12:41:32,-15.3396497,5.3386653,840.9,1,1.111,0.455,0.43,0.361,0.344,0.317,0.299,0.29,0.29,0.279,0.243,0.23,0.21,0.204,0.222,0.164,0.137,0.145,0.144,0.143,0.138,0.141,0.115,0.102,0.117,0.021,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.008,0.005,0.009,0.005,0.005,0.015,0.013,0.015,0.013,0.012,0.018,0.02,0.012
45693,12:41:33,-15.3404975,5.3394975,838.5,1,1.111,0.571,0.552,0.491,0.477,0.452,0.435,0.427,0.427,0.416,0.385,0.375,0.355,0.351,0.371,0.319,0.296,0.448,0.451,0.449,0.457,0.458,0.454,0.437,0.447,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.009,0.009,0.01,0.008,0.009,0.005,0.005,0.017,0.014,0.013,0.012,0.012,0.012,0.021,0.014
45694,12:41:34,-15.3412258,5.3402258,836,1,1.111,1.643,1.634,1.615,1.611,1.604,1.596,1.598,1.596,1.596,1.599,1.596,1.601,1.604,1.638,1.63,1.653,0.561,0.569,0.564,0.58,0.58,0.582,0.566,0.574,0.023,0.021,0.016,0.011,0.012,0.012,0.012,0.013,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.014,0.014,0.013,0.013,0.012,0.014,0.022,0.014
45695,12:41:35,-15.3419575,5.3409003,833.3,1,1.111,0.908,0.888,0.831,0.819,0.798,0.783,0.776,0.777,0.768,0.744,0.736,0.723,0.72,0.742,0.702,0.691,1.26,1.264,1.273,1.323,1.327,1.383,1.366,1.368,0.022,0.021,0.016,0.012,0.012,0.012,0.012,0.013,0.012,0.01,0.009,0.01,0.009,0.01,0.006,0.007,0.017,0.014,0.016,0.014,0.013,0.022,0.027,0.028
45696,12:41:36,-15.3426834,5.3415834,830.6,1,1.111,0.908,0.888,0.831,0.819,0.798,0.783,0.776,0.777,0.768,0.744,0.736,0.723,0.72,0.742,0.702,0.691,1.26,1.264,1.273,1.323,1.327,1.383,1.366,1.368,0.022,0.021,0.016,0.012,0.012,0.012,0.012,0.013,0.012,0.01,0.009,0.01,0.009,0.01,0.006,0.007,0.017,0.014,0.016,0.014,0.013,0.022,0.027,0.028
45697,12:41:37,-15.3433703,5.3423089,827.8,1,1.111,0.819,0.799,0.746,0.735,0.715,0.701,0.696,0.696,0.688,0.665,0.657,0.643,0.643,0.666,0.623,0.611,2.271,2.288,2.316,2.409,2.4,2.542,2.326,2.136,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.012,0.01,0.008,0.008,0.009,0.007,0.009,0.005,0.005,0.02,0.017,0.019,0.017,0.019,0.058,0.068,0.067
