Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
36505,10:08:25,-15.4294139,5.4052139,1096.1,1,1.148,0.959,0.938,0.879,0.868,0.847,0.833,0.826,0.826,0.816,0.792,0.782,0.769,0.766,0.786,0.747,0.738,1.376,1.388,1.387,1.445,1.46,1.542,1.545,1.439,0.022,0.021,0.017,0.012,0.013,0.013,0.013,0.013,0.011,0.008,0.01,0.011,0.008,0.01,0.007,0.005,0.016,0.014,0.013,0.012,0.012,0.017,0.022,0.036
36506,10:08:26,-15.4285036,5.4043332,1091.5,1,1.148,1.26,1.241,1.191,1.182,1.165,1.152,1.147,1.147,1.139,1.123,1.115,1.106,1.106,1.128,1.102,1.103,1.088,1.097,1.099,1.147,1.154,1.202,1.194,1.194,0.022,0.021,0.017,0.012,0.013,0.013,0.013,0.013,0.011,0.008,0.01,0.011,0.008,0.01,0.007,0.005,0.015,0.014,0.013,0.012,0.012,0.014,0.015,0.029
36507,10:08:27,-15.4276198,5.4035198,1086.8,1,1.148,1.506,1.493,1.447,1.441,1.425,1.414,1.411,1.411,1.406,1.394,1.387,1.383,1.385,1.41,1.386,1.399,1.546,1.565,1.563,1.626,1.634,1.708,1.709,1.597,0.021,0.02,0.014,0.01,0.01,0.011,0.011,0.011,0.009,0.008,0.008,0.008,0.006,0.008,0.004,0.004,0.017,0.016,0.013,0.013,0.013,0.02,0.029,0.041
36508,10:08:28,-15.4267856,5.4026971,1081.4,1,1.148,2.033,2.021,1.994,1.991,1.981,1.977,1.975,1.976,1.975,1.974,1.974,1.977,1.979,2.009,2.007,2.035,2.247,2.247,2.257,2.361,2.368,2.476,2.265,2.054,0.021,0.021,0.016,0.011,0.012,0.012,0.011,0.012,0.011,0.008,0.01,0.01,0.007,0.01,0.006,0.006,0.022,0.021,0.017,0.02,0.018,0.04,0.058,0.087
36509,10:08:29,-15.4258423,5.4018452,1076.7,1,1.148,1.727,1.712,1.677,1.674,1.665,1.656,1.654,1.654,1.652,1.648,1.644,1.644,1.648,1.676,1.666,1.685,1.931,1.93,1.946,2.034,2.04,2.147,2.04,1.867,0.023,0.022,0.02,0.014,0.015,0.014,0.014,0.015,0.014,0.01,0.012,0.012,0.009,0.011,0.009,0.008,0.021,0.017,0.015,0.014,0.015,0.032,0.042,0.06
36510,10:08:30,-15.4240405,5.4001335,1067.7,1,1.148,2.095,2.077,2.055,2.055,2.052,2.045,2.042,2.044,2.044,2.049,2.046,2.054,2.058,2.087,2.089,2.119,2.031,2.04,2.059,2.136,2.143,2.262,2.165,2.002,0.028,0.028,0.022,0.016,0.017,0.017,0.016,0.016,0.015,0.012,0.011,0.013,0.011,0.012,0.009,0.01,0.019,0.018,0.016,0.019,0.018,0.034,0.05,0.08
36511,10:08:31,-15.4230565,5.3992408,1062.8,1,1.148,1.209,1.189,1.138,1.129,1.112,1.1,1.095,1.096,1.088,1.072,1.064,1.056,1.055,1.078,1.051,1.05,0.605,0.609,0.608,0.629,0.63,0.634,0.618,0.635,0.022,0.02,0.015,0.011,0.011,0.012,0.011,0.012,0.01,0.009,0.009,0.009,0.008,0.009,0.005,0.005,0.016,0.014,0.013,0.012,0.012,0.011,0.022,0.016
36512,10:08:32,-15.4222278,5.3983532,1058.3,1,1.148,0.734,0.711,0.645,0.633,0.609,0.592,0.585,0.585,0.574,0.545,0.534,0.517,0.514,0.531,0.485,0.465,0.356,0.361,0.358,0.364,0.367,0.357,0.331,0.347,0.022,0.02,0.015,0.011,0.012,0.011,0.011,0.012,0.01,0.007,0.009,0.009,0.006,0.009,0.004,0.005,0.014,0.014,0.013,0.012,0.012,0.013,0.02,0.013
36513,10:08:33,-15.4213428,5.3975085,1053.7,1,1.148,0.823,0.801,0.738,0.727,0.704,0.689,0.682,0.681,0.672,0.644,0.635,0.621,0.617,0.634,0.592,0.577,0.089,0.092,0.087,0.082,0.082,0.054,0.036,0.036,0.02,0.02,0.014,0.01,0.011,0.011,0.011,0.01,0.009,0.007,0.007,0.008,0.005,0.008,0.004,0.005,0.015,0.013,0.013,0.012,0.012,0.013,0.016,0.013
36514,10:08:34,-15.4204282,5.3966854,1049.1,1,1.148,0.516,0.491,0.416,0.403,0.376,0.357,0.348,0.348,0.335,0.3,0.287,0.264,0.259,0.274,0.217,0.189,0.316,0.321,0.317,0.32,0.323,0.312,0.295,0.303,0.023,0.022,0.017,0.012,0.012,0.013,0.012,0.012,0.011,0.01,0.009,0.01,0.008,0.009,0.005,0.006,0.017,0.013,0.013,0.014,0.013,0.011,0.015,0.016
36515,10:08:35,-15.4195207,5.3958207,1044.6,1,1.148,0.516,0.491,0.416,0.403,0.376,0.357,0.348,0.348,0.335,0.3,0.287,0.264,0.259,0.274,0.217,0.189,0.316,0.321,0.317,0.32,0.323,0.312,0.295,0.303,0.023,0.022,0.017,0.012,0.012,0.013,0.012,0.012,0.011,0.01,0.009,0.01,0.008,0.009,0.005,0.006,0.017,0.013,0.013,0.014,0.013,0.011,0.015,0.016
36516,10:08:36,-15.4186445,5.39498,1040.2,1,1.148,1.829,1.818,1.792,1.791,1.78,1.775,1.773,1.773,1.772,1.769,1.766,1.768,1.772,1.8,1.79,1.812,3.074,3.165,3.181,3.166,3.315,3.13,2.815,2.648,0.023,0.022,0.016,0.013,0.012,0.013,0.012,0.014,0.012,0.01,0.01,0.012,0.01,0.011,0.009,0.006,0.047,0.047,0.032,0.038,0.037,0.089,0.142,0.325
36517,10:08:37,-15.4177883,5.3942095,1036.2,1,1.148,2.543,2.54,2.543,2.546,2.553,2.555,2.556,2.56,2.568,2.586,2.587,2.608,2.617,2.653,2.666,2.711,1.787,1.795,1.806,1.87,1.881,1.938,1.894,1.735,0.023,0.022,0.016,0.013,0.012,0.013,0.012,0.014,0.012,0.01,0.01,0.012,0.01,0.011,0.009,0.006,0.018,0.016,0.016,0.014,0.015,0.029,0.037,0.053
38369,10:39:29,-14.2157946,4.1497595,1195.6,0,1.096,0.485,0.455,0.373,0.357,0.327,0.306,0.297,0.296,0.282,0.241,0.227,0.202,0.196,0.21,0.147,0.116,0.076,0.081,0.074,0.068,0.069,0.042,0.028,0.029,0.023,0.021,0.016,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.009,0.005,0.009,0.004,0.005,0.013,0.013,0.013,0.012,0.012,0.016,0.016,0.017
38370,10:39:30,-14.2164905,4.1507435,1191.6,0,1.096,0.49,0.461,0.377,0.36,0.331,0.309,0.3,0.298,0.285,0.243,0.229,0.204,0.197,0.211,0.148,0.115,0.077,0.08,0.074,0.069,0.069,0.045,0.022,0.036,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.016,0.014,0.013,0.012,0.013,0.012,0.008,0.016
38371,10:39:31,-14.2171975,4.1516468,1188,0,1.096,0.48,0.453,0.372,0.357,0.327,0.306,0.296,0.295,0.282,0.241,0.227,0.202,0.196,0.21,0.148,0.116,0.077,0.079,0.075,0.07,0.071,0.048,0.031,0.037,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.006,0.009,0.004,0.005,0.017,0.013,0.013,0.012,0.012,0.015,0.017,0.013
38372,10:39:32,-14.2179258,4.1525572,1184.4,0,1.096,0.513,0.481,0.401,0.385,0.355,0.333,0.324,0.323,0.309,0.269,0.256,0.231,0.223,0.239,0.177,0.146,0.076,0.08,0.074,0.068,0.069,0.042,0.025,0.028,0.022,0.021,0.016,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.014,0.013,0.013,0.013,0.011,0.02,0.013
38373,10:39:33,-14.2186003,4.1534146,1180.7,0,1.096,0.5,0.472,0.393,0.377,0.346,0.326,0.316,0.315,0.302,0.261,0.248,0.223,0.216,0.231,0.168,0.137,0.128,0.131,0.124,0.121,0.122,0.099,0.083,0.09,0.026,0.025,0.019,0.014,0.015,0.016,0.015,0.015,0.013,0.01,0.011,0.012,0.01,0.011,0.008,0.007,0.015,0.015,0.013,0.014,0.012,0.012,0.011,0.014
38374,10:39:34,-14.2192834,4.1542793,1177.1,0,1.096,0.5,0.472,0.393,0.377,0.346,0.326,0.316,0.315,0.302,0.261,0.248,0.223,0.216,0.231,0.168,0.137,0.128,0.131,0.124,0.121,0.122,0.099,0.083,0.09,0.026,0.025,0.019,0.014,0.015,0.016,0.015,0.015,0.013,0.01,0.011,0.012,0.01,0.011,0.008,0.007,0.015,0.015,0.013,0.014,0.012,0.012,0.011,0.014
38375,10:39:35,-14.2200089,4.1551861,1173.5,1,1.096,0.817,0.786,0.716,0.702,0.676,0.657,0.648,0.648,0.636,0.604,0.592,0.573,0.568,0.587,0.537,0.519,0.385,0.388,0.386,0.398,0.397,0.4,0.392,0.403,0.025,0.024,0.02,0.015,0.014,0.015,0.014,0.015,0.015,0.012,0.012,0.012,0.01,0.013,0.011,0.012,0.02,0.013,0.014,0.013,0.014,0.018,0.014,0.021
38376,10:39:36,-14.2207075,4.1560964,1169.8,1,1.096,0.738,0.71,0.637,0.623,0.595,0.577,0.568,0.567,0.555,0.52,0.507,0.488,0.483,0.5,0.447,0.425,0.836,0.846,0.845,0.884,0.885,0.928,0.92,0.939,0.023,0.022,0.016,0.011,0.012,0.012,0.012,0.012,0.011,0.008,0.009,0.009,0.006,0.009,0.005,0.006,0.015,0.014,0.014,0.012,0.012,0.014,0.02,0.027
38377,10:39:37,-14.2213601,4.1570002,1166.2,1,1.096,0.962,0.934,0.867,0.854,0.829,0.812,0.805,0.804,0.793,0.763,0.753,0.736,0.731,0.752,0.707,0.695,0.616,0.624,0.623,0.644,0.648,0.659,0.651,0.651,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.014,0.013,0.015,0.012,0.014,0.013,0.018,0.02
38378,10:39:38,-14.2220801,4.1579029,1162.4,1,1.096,1.179,1.156,1.094,1.082,1.062,1.045,1.039,1.038,1.029,1.004,0.995,0.981,0.979,1.001,0.963,0.96,1.417,1.433,1.439,1.511,1.513,1.591,1.619,1.538,0.021,0.021,0.017,0.012,0.012,0.012,0.012,0.013,0.01,0.008,0.009,0.01,0.006,0.009,0.007,0.007,0.017,0.014,0.015,0.013,0.013,0.018,0.028,0.044
38379,10:39:39,-14.2227432,4.1587577,1157.7,1,1.096,1.683,1.668,1.62,1.614,1.598,1.585,1.582,1.581,1.576,1.561,1.556,1.552,1.553,1.581,1.56,1.572,1.256,1.27,1.27,1.328,1.332,1.417,1.416,1.407,0.024,0.024,0.019,0.014,0.014,0.015,0.015,0.016,0.014,0.01,0.011,0.013,0.01,0.012,0.008,0.006,0.016,0.014,0.015,0.013,0.014,0.018,0.023,0.032
38380,10:39:40,-14.2240946,4.1605595,1149.6,1,1.096,2.284,2.28,2.248,2.246,2.238,2.23,2.232,2.23,2.229,2.23,2.227,2.231,2.238,2.272,2.273,2.308,2.277,2.296,2.313,2.433,2.418,2.602,2.378,2.177,0.023,0.021,0.016,0.012,0.012,0.013,0.012,0.014,0.011,0.01,0.01,0.011,0.011,0.01,0.007,0.005,0.025,0.015,0.019,0.018,0.019,0.046,0.078,0.089
38381,10:39:41,-14.2248748,4.1615435,1145.6,1,1.096,2.296,2.279,2.25,2.248,2.24,2.234,2.232,2.233,2.235,2.234,2.231,2.24,2.243,2.276,2.277,2.311,1.859,1.872,1.88,1.965,1.984,2.094,1.996,1.87,0.023,0.021,0.016,0.012,0.012,0.012,0.012,0.013,0.011,0.008,0.009,0.01,0.007,0.009,0.004,0.005,0.018,0.014,0.016,0.015,0.015,0.027,0.047,0.062
38382,10:39:42,-14.2256062,4.162382,1141.2,1,1.096,2.445,2.443,2.417,2.412,2.409,2.405,2.401,2.402,2.403,2.41,2.407,2.416,2.422,2.459,2.46,2.497,2.108,2.129,2.132,2.235,2.234,2.345,2.264,2.055,0.025,0.024,0.022,0.016,0.016,0.016,0.015,0.016,0.015,0.011,0.012,0.013,0.01,0.012,0.01,0.009,0.024,0.015,0.017,0.016,0.018,0.036,0.062,0.085
38383,10:39:43,-14.2262635,4.1632622,1136.7,1,1.096,1.98,1.968,1.927,1.923,1.91,1.902,1.898,1.899,1.897,1.891,1.886,1.888,1.889,1.919,1.912,1.942,1.783,1.8,1.808,1.886,1.892,1.995,1.99,1.808,0.023,0.021,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.009,0.009,0.009,0.007,0.009,0.005,0.005,0.019,0.016,0.015,0.014,0.015,0.025,0.046,0.057
38384,10:39:44,-14.2269575,4.1641718,1132.7,1,1.096,1.724,1.718,1.67,1.664,1.65,1.641,1.635,1.636,1.633,1.62,1.615,1.614,1.613,1.642,1.625,1.642,2.363,2.367,2.386,2.512,2.497,2.63,2.428,2.27,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.008,0.009,0.005,0.005,0.026,0.016,0.02,0.019,0.02,0.044,0.084,0.103
38385,10:39:45,-14.2276355,4.1650314,1128.6,1,1.095,1.724,1.718,1.67,1.664,1.65,1.641,1.635,1.636,1.633,1.62,1.615,1.614,1.613,1.642,1.625,1.642,2.363,2.367,2.386,2.512,2.497,2.63,2.428,2.27,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.008,0.009,0.005,0.005,0.026,0.016,0.02,0.019,0.02,0.044,0.084,0.103
38386,10:39:46,-14.2283089,4.1658861,1124.1,1,1.095,3.366,3.373,3.381,3.388,3.395,3.398,3.405,3.403,3.412,3.438,3.446,3.464,3.48,3.52,3.549,3.608,3.096,3.162,3.202,3.208,3.302,3.339,2.899,2.673,0.026,0.023,0.017,0.013,0.013,0.013,0.014,0.015,0.013,0.01,0.01,0.012,0.009,0.01,0.006,0.007,0.048,0.024,0.038,0.036,0.041,0.107,0.225,0.219
38387,10:39:47,-14.2290105,4.1668007,1119.5,1,1.095,3.241,3.23,3.241,3.242,3.25,3.252,3.257,3.258,3.259,3.284,3.291,3.312,3.326,3.367,3.396,3.461,3.344,3.562,3.567,3.522,3.654,3.633,3.662,2.813,0.024,0.022,0.016,0.012,0.014,0.012,0.012,0.014,0.011,0.011,0.009,0.01,0.008,0.01,0.007,0.009,0.067,0.032,0.056,0.051,0.069,0.186,1.157,0.355
38388,10:39:48,-14.2297071,4.1677611,1114.6,1,1.095,3.277,3.283,3.284,3.29,3.3,3.3,3.304,3.303,3.316,3.338,3.339,3.366,3.373,3.419,3.446,3.515,3.621,4.214,3.781,3.747,4.167,3.74,3.409,2.937,0.024,0.022,0.017,0.013,0.013,0.012,0.013,0.014,0.012,0.011,0.01,0.011,0.009,0.011,0.008,0.008,0.146,0.069,0.102,0.087,0.132,0.222,0.375,0.551
38389,10:39:49,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38390,10:39:50,-14.2314695,4.1699833,1103.2,1,1.095,5.925,5.694,5.649,5.609,5.571,5.564,5.554,5.543,5.543,5.484,5.466,5.416,5.416,5.413,5.343,5.309,3.846,4.944,3.964,3.844,4.316,3.862,3.529,2.938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38391,10:39:51,-14.2321616,4.170858,1098.6,1,1.095,5.925,5.694,5.649,5.609,5.571,5.564,5.554,5.543,5.543,5.484,5.466,5.416,5.416,5.413,5.343,5.309,3.846,4.944,3.964,3.844,4.316,3.862,3.529,2.938,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38392,10:39:52,-14.23274,4.1715907,1094.7,1,1.095,5.365,5.249,5.19,5.162,5.109,5.073,5.057,5.055,5.024,4.956,4.945,4.889,4.865,4.885,4.766,4.669,3.938,4.935,4.015,3.829,4.424,4.328,3.435,2.902,0.083,0.053,0.026,0.025,0.024,0.025,0.025,0.027,0.024,0.026,0.022,0.027,0.023,0.026,0.026,0.029,0.282,0.172,0.388,0.118,0.184,1.795,0.41,0.485
38393,10:39:53,-14.2333282,4.1723371,1090.8,1,1.095,5.365,5.249,5.19,5.162,5.109,5.073,5.057,5.055,5.024,4.956,4.945,4.889,4.865,4.885,4.766,4.669,3.938,4.935,4.015,3.829,4.424,4.328,3.435,2.902,0.083,0.053,0.026,0.025,0.024,0.025,0.025,0.027,0.024,0.026,0.022,0.027,0.023,0.026,0.026,0.029,0.282,0.172,0.388,0.118,0.184,1.795,0.41,0.485
38394,10:39:54,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38395,10:39:55,-14.2350882,4.1746571,1078.8,1,1.095,5.813,5.817,5.776,5.782,5.749,5.729,5.716,5.697,5.698,5.643,5.616,5.608,5.612,5.575,5.506,5.452,4.011,5.798,4.41,4.045,5.225,4.328,4.021,3.239,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38396,10:39:56,-14.2359686,4.1757935,1072.9,1,1.095,5.813,5.817,5.776,5.782,5.749,5.729,5.716,5.697,5.698,5.643,5.616,5.608,5.612,5.575,5.506,5.452,4.011,5.798,4.41,4.045,5.225,4.328,4.021,3.239,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38397,10:39:57,-14.2368494,4.1769092,1067,1,1.095,5.419,5.341,5.31,5.292,5.271,5.275,5.26,5.256,5.256,5.248,5.257,5.248,5.255,5.286,5.246,5.276,3.918,5.029,4.034,3.845,4.444,3.894,4.086,3.082,0.078,0.053,0.019,0.017,0.017,0.017,0.017,0.017,0.015,0.017,0.013,0.016,0.013,0.02,0.016,0.03,0.264,0.187,0.32,0.225,0.183,0.372,5.395,0.944
38398,10:39:58,-14.2376062,4.177782,1062.2,1,1.095,5.431,5.279,5.227,5.217,5.177,5.155,5.156,5.159,5.135,5.102,5.083,5.072,5.073,5.101,5.062,5.062,3.88,5.264,4.183,4.015,4.672,4.329,4.302,3.24,0.092,0.051,0.02,0.016,0.016,0.017,0.016,0.016,0.015,0.016,0.012,0.015,0.014,0.018,0.016,0.026,1.487,0.351,0.253,0.997,0.206,1.795,3.736,1.806
38399,10:39:59,-14.2382635,4.1786622,1057.7,1,1.095,6.28,6.174,6.287,6.298,6.282,6.233,6.252,6.236,6.245,6.263,6.243,6.277,6.228,6.293,6.223,6.237,4.191,6.431,4.743,4.078,4.921,3.863,3.916,3.583,0.18,0.112,0.039,0.034,0.034,0.037,0.031,0.035,0.031,0.035,0.027,0.032,0.028,0.048,0.034,0.073,1.487,1.446,1.53,0.997,0.818,0.334,2.429,21.64
38400,10:40:00,-14.2389003,4.1795146,1053.1,1,1.095,5.966,6.27,6.297,6.298,6.252,6.276,6.244,6.258,6.247,6.234,6.232,6.295,6.307,6.293,6.267,6.183,4.815,6.038,4.487,4.078,4.837,4.165,3.613,2.868,0.217,0.135,0.041,0.036,0.034,0.041,0.032,0.037,0.031,0.036,0.029,0.034,0.032,0.048,0.037,0.079,1.487,0.369,1.53,2.659,0.655,0.781,0.76,0.367
38401,10:40:01,-14.2396717,4.1804742,1048.1,1,1.095,5.966,6.27,6.297,6.298,6.252,6.276,6.244,6.258,6.247,6.234,6.232,6.295,6.307,6.293,6.267,6.183,4.815,6.038,4.487,4.078,4.837,4.165,3.613,2.868,0.217,0.135,0.041,0.036,0.034,0.041,0.032,0.037,0.031,0.036,0.029,0.034,0.032,0.048,0.037,0.079,1.487,0.369,1.53,2.659,0.655,0.781,0.76,0.367
38402,10:40:02,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38403,10:40:03,-14.241445,4.1826331,1037.3,1,1.095,6.311,6.717,6.549,6.527,6.522,6.528,6.537,6.563,6.55,6.523,6.532,6.571,6.6,6.54,6.54,6.557,4.506,6.185,4.589,4.079,4.718,5.044,3.878,3.558,0.291,0.198,0.05,0.048,0.044,0.052,0.043,0.047,0.042,0.048,0.041,0.044,0.042,0.064,0.05,0.127,2.23,1.446,0.676,0.998,1.635,17.944,1.389,2.167
38404,10:40:04,-14.2420677,4.1834705,1033.4,1,1.095,6.311,6.717,6.549,6.527,6.522,6.528,6.537,6.563,6.55,6.523,6.532,6.571,6.6,6.54,6.54,6.557,4.506,6.185,4.589,4.079,4.718,5.044,3.878,3.558,0.291,0.198,0.05,0.048,0.044,0.052,0.043,0.047,0.042,0.048,0.041,0.044,0.042,0.064,0.05,0.127,2.23,1.446,0.676,0.998,1.635,17.944,1.389,2.167
38405,10:40:05,-14.242673,4.184292,1029.5,1,1.095,6.201,6.752,6.844,6.831,6.914,6.847,6.833,6.847,6.832,6.825,6.834,6.886,6.896,6.949,6.87,6.944,4.434,5.995,4.744,4.079,5.226,4.258,4.503,3.353,0.297,0.181,0.092,0.086,0.088,0.095,0.085,0.092,0.085,0.092,0.083,0.09,0.087,0.117,0.09,0.193,1.119,0.591,0.679,2.66,0.821,1.03,24.279,1.402
38406,10:40:06,-14.2433256,4.185139,1025.4,1,1.095,6.201,6.752,6.844,6.831,6.914,6.847,6.833,6.847,6.832,6.825,6.834,6.886,6.896,6.949,6.87,6.944,4.434,5.995,4.744,4.079,5.226,4.258,4.503,3.353,0.297,0.181,0.092,0.086,0.088,0.095,0.085,0.092,0.085,0.092,0.083,0.09,0.087,0.117,0.09,0.193,1.119,0.591,0.679,2.66,0.821,1.03,24.279,1.402
38407,10:40:07,-14.2440064,4.1860015,1021.4,1,1.095,7.396,6.8,6.81,6.891,6.876,6.857,6.905,6.87,6.921,6.902,6.934,6.83,6.928,6.914,6.816,7.007,4.31,6.758,4.744,4.079,4.598,5.044,3.917,2.98,2.571,0.289,0.175,0.175,0.175,0.179,0.177,0.178,0.177,0.181,0.176,0.181,0.18,0.198,0.183,0.236,4.461,1.217,0.7,0.521,1.105,17.946,2.435,0.664
38408,10:40:08,-14.2446572,4.1868491,1017.2,1,1.095,7.396,6.8,6.81,6.891,6.876,6.857,6.905,6.87,6.921,6.902,6.934,6.83,6.928,6.914,6.816,7.007,4.31,6.758,4.744,4.079,4.598,5.044,3.917,2.98,2.571,0.289,0.175,0.175,0.175,0.179,0.177,0.178,0.177,0.181,0.176,0.181,0.18,0.198,0.183,0.236,4.461,1.217,0.7,0.521,1.105,17.946,2.435,0.664
38409,10:40:09,-14.2452667,4.1876762,1012.8,1,1.095,6.736,6.934,7.005,6.968,6.971,6.989,7.042,6.988,7.047,7.016,6.971,7.056,7.012,7.087,7.137,7.258,4.434,5.882,4.749,4.079,4.773,4.33,4.022,3.366,0.639,0.278,0.218,0.215,0.217,0.221,0.218,0.22,0.219,0.224,0.22,0.227,0.223,0.241,0.235,0.482,1.14,0.48,2.661,3.199,1.114,1.812,2.039,3.341
38410,10:40:10,-14.2459151,4.1885412,1008.2,1,1.095,6.736,6.934,7.005,6.968,6.971,6.989,7.042,6.988,7.047,7.016,6.971,7.056,7.012,7.087,7.137,7.258,4.434,5.882,4.749,4.079,4.773,4.33,4.022,3.366,0.639,0.278,0.218,0.215,0.217,0.221,0.218,0.22,0.219,0.224,0.22,0.227,0.223,0.241,0.235,0.482,1.14,0.48,2.661,3.199,1.114,1.812,2.039,3.341
38411,10:40:11,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
38412,10:40:12,-14.2477561,4.1908006,994.8,1,1.095,6.744,6.907,6.954,7.003,7,7.02,6.991,6.917,6.957,7.022,6.917,7.112,7.088,7.089,7.095,7.134,4.507,6.494,4.744,4.079,5.227,4.643,3.917,4.542,0.351,0.359,0.218,0.219,0.221,0.224,0.219,0.222,0.219,0.227,0.221,0.229,0.226,0.244,0.234,0.281,0.608,0.782,1.548,31.916,1.115,2.773,2.442,4.819
38413,10:40:13,-14.24848,4.191708,989.5,1,1.095,6.744,6.907,6.954,7.003,7,7.02,6.991,6.917,6.957,7.022,6.917,7.112,7.088,7.089,7.095,7.134,4.507,6.494,4.744,4.079,5.227,4.643,3.917,4.542,0.351,0.359,0.218,0.219,0.221,0.224,0.219,0.222,0.219,0.227,0.221,0.229,0.226,0.244,0.234,0.281,0.608,0.782,1.548,31.916,1.115,2.773,2.442,4.819
38414,10:40:14,-14.249133,4.1925351,984.7,1,1.095,6.543,6.946,6.923,6.958,6.937,6.977,6.926,6.963,6.951,6.917,6.95,7.035,7.07,7.05,7.16,7.207,4.164,6.186,4.749,4.079,5.038,4.394,3.879,3.584,0.908,0.901,0.811,0.81,0.809,0.81,0.808,0.809,0.808,0.808,0.807,0.808,0.807,0.814,0.809,0.823,1.692,1.654,1.592,1.606,3.366,1.702,1.565,21.66
38415,10:40:15,-14.2498854,4.1934906,979.7,1,1.095,6.543,6.946,6.923,6.958,6.937,6.977,6.926,6.963,6.951,6.917,6.95,7.035,7.07,7.05,7.16,7.207,4.164,6.186,4.749,4.079,5.038,4.394,3.879,3.584,0.908,0.901,0.811,0.81,0.809,0.81,0.808,0.809,0.808,0.808,0.807,0.808,0.807,0.814,0.809,0.823,1.692,1.654,1.592,1.606,3.366,1.702,1.565,21.66
